Country,Pop,X,Y,GHI,SolarRestriction,WindVel,TravelHours,NightLights,Elevation,Slope,LandCover,GridDistCurrent,GridDistPlan,SubstationDist,RoadDist,HydropowerDist,Hydropower,HydropowerFID,X_deg,Y_deg,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartCalibrated,IsUrban,PopFuture,ElecStart,NewConnections
Benin,2992.038086,262.98641969999994,922.6239014,2041,1.0,0.0,4.0,0,159.0,1.056587815,8.0,107.2489853,5.338123322,143.4750519,19.6590519,4.140873909,100.737999,8452,2.362447203323812,8.31420420090135,3,1,2,5,5,3.37,1.0649697795494704,0.0,3750.6523180482523,0,4673.339940638211,0,4673.339940638211
Benin,2524.4926760000008,272.98641969999994,922.6239014,2032,1.0,0.0,10.0,0,217.0,2.115093946,8.0,107.1073456,0.439765275,150.82772830000005,16.21414757,13.82903576,100.737999,8452,2.4522787317357637,8.31420420090135,3,1,2,5,5,3.37,1.0649697795494704,0.0,3164.5634296699386,0,3943.0689428060455,0,3943.0689428060455
Benin,2333.05249,282.98641969999994,922.6239014,2032,1.0,0.0,7.0,0,192.0,2.136068583,8.0,107.896347,3.364118814,158.4705658,10.26061249,23.77683067,100.737999,8452,2.542110260147716,8.31420420090135,3,1,2,5,5,3.37,1.0649697795494704,0.0,2924.584673801758,0,3644.0536756999127,0,3644.0536756999127
Benin,1732.838745,292.98641969999994,922.6239014,2023,1.0,0.0,0.0,0,235.0,1.703387737,8.0,109.5958939,13.31373978,166.3635712,1.011220098,33.75548935,100.737999,8452,2.631941788559668,8.31420420090135,5,1,2,5,5,3.47,1.071620878482125,0.0,2172.190148965261,0,2706.564650893248,0,2706.564650893248
Benin,1770.322632,302.98641969999994,922.6239014,2023,0.0,0.0,6.0,0,224.0,4.031009674,8.0,104.1553421,23.26336098,174.47277830000004,7.914149284,34.32126236,125.5419998,8569,2.7217733169716203,8.31420420090135,4,1,2,5,5,3.42,1.0682246717247124,0.0,2219.177862231291,0,2765.1116817840407,0,2765.1116817840407
Benin,2113.505859,182.9864197,932.6239014,2084,1.0,0.0,3.0,0,261.0,2.389669657,9.0,58.24291992,58.24291992,112.1040955,0.80431509,2.414163828,441.79800419999987,8482,1.643794976028195,8.40366774837146,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,2649.3732437291283,0,3301.138241472763,0,3301.138241472763
Benin,2317.670654,192.9864197,932.6239014,2076,1.0,0.0,6.0,0,265.0,1.71967864,8.0,67.67928314,53.9452095,114.5916367,5.399287701,11.76420307,441.79800419999987,8482,1.7336265044401469,8.40366774837146,4,1,2,5,5,3.42,1.0682246717247124,0.0,2905.302860806401,0,3620.0283971195695,0,3620.0283971195695
Benin,6454.26709,202.9864197,932.6239014,2067,1.0,0.0,2.0,0,251.0,0.211340547,14.0,77.25758362,48.16732025,117.8777237,1.378400564,21.70172119,441.79800419999987,8482,1.823458032852099,8.40366774837146,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,8090.709785975314,0,10081.082964945843,1,1990.373178970529
Benin,6416.587402,212.9864197,932.6239014,2067,1.0,0.0,2.0,0,249.0,0.7471627,14.0,86.93090057,42.389431,121.8978043,0.9846403,31.67858887,441.79800419999987,8482,1.9132895612640513,8.40366774837146,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,8043.476627479839,0,10022.230107522293,1,1978.7534800424537
Benin,3122.28833,222.9864197,932.6239014,2058,0.0,0.0,2.0,0,229.0,0.538801372,8.0,96.67073059,36.61154175,126.5819473,1.3943544630000002,25.98740196,137.5610046,8524,2.0031210896760037,8.40366774837146,5,1,2,5,5,3.47,1.071620878482125,0.0,3913.9267702922903,0,4876.781090138028,0,4876.781090138028
Benin,2694.638916,232.9864197,932.6239014,2049,0.0,0.0,2.0,0,247.0,2.220488071,8.0,103.6938477,30.833652500000003,131.85940549999998,2.22368598,17.53581238,137.5610046,8524,2.0929526180879554,8.40366774837146,5,1,2,5,5,3.47,1.071620878482125,0.0,3377.849280692087,0,4208.824657234278,0,4208.824657234278
Benin,3082.466797,242.9864197,932.6239014,2049,0.0,0.0,8.0,0,230.0,1.889610529,8.0,100.6084137,25.05576324,137.661972,9.953901291000001,11.81796455,137.5610046,8524,2.1827841464999076,8.40366774837146,4,1,2,5,5,3.42,1.0682246717247124,0.0,3864.0087141841354,0,4814.5828308521195,0,4814.5828308521195
Benin,3099.307129,252.9864197,932.6239014,2041,1.0,0.0,7.0,0,193.0,0.956800461,9.0,98.44638824,19.27787399,143.9261475,12.54606819,10.29838657,100.737999,8452,2.27261567491186,8.40366774837146,3,1,5,5,5,4.540000000000001,1.1926712266563528,0.0,3885.118816541469,0,4840.886171213144,0,4840.886171213144
Benin,3311.78125,262.98641969999994,932.6239014,2041,1.0,0.0,4.0,0,169.0,2.614468813,14.0,97.2693634,13.49998569,150.59432980000003,9.664927483,8.952775002000001,100.737999,8452,2.362447203323812,8.40366774837146,4,1,5,5,5,4.59,1.2014704120581874,0.0,4151.464541946088,0,5172.754873241858,0,5172.754873241858
Benin,3085.045654,272.98641969999994,932.6239014,2032,1.0,0.0,5.0,0,212.0,0.7471627,8.0,97.11317444,7.588023186,157.6152496,7.161963462999999,15.94514275,100.737999,8452,2.4522787317357637,8.40366774837146,4,1,2,5,5,3.42,1.0682246717247124,0.0,3867.241425702823,0,4818.610812807191,0,4818.610812807191
Benin,3575.790527,282.98641969999994,932.6239014,2032,1.0,0.0,4.0,0,227.0,1.570515275,8.0,97.9826889,2.3615973,164.9438782,4.551458359,25.06677055,100.737999,8452,2.542110260147716,8.40366774837146,5,1,2,5,5,3.47,1.071620878482125,0.0,4482.411868920151,0,5585.117638500829,0,5585.117638500829
Benin,3561.848389,292.98641969999994,932.6239014,2032,0.0,0.0,1.0,0,270.0,2.578010798,8.0,99.85111237,12.31121826,172.5410004,2.046428204,29.54497337,125.5419998,8569,2.631941788559668,8.40366774837146,5,1,2,5,5,3.47,1.071620878482125,0.0,4464.934781160831,0,5563.341060629657,0,5563.341060629657
Benin,2186.608154,302.98641969999994,932.6239014,2023,0.0,0.0,7.0,0,196.0,3.023141384,8.0,102.3497314,22.26083946,180.3727112,11.71938229,24.71664238,125.5419998,8569,2.7217733169716203,8.40366774837146,3,1,2,5,5,3.37,1.0649697795494704,0.0,2741.010209675289,0,3415.3185644353425,0,3415.3185644353425
Benin,2762.333252,182.9864197,942.6239014,2084,1.0,0.0,3.0,0,257.0,1.512623429,8.0,62.51161957,62.51161957,121.9052505,0.8759539129999999,8.377527237,441.79800419999987,8482,1.643794976028195,8.493110393325459,5,1,2,5,5,3.47,1.071620878482125,0.0,3462.707130405013,0,4314.558152293733,0,4314.558152293733
Benin,4971.55127,192.9864197,942.6239014,2084,1.0,0.0,3.0,0,317.0,1.181267619,14.0,71.38592529,62.10707092,124.19664,0.370181024,14.23907471,441.79800419999987,8482,1.7336265044401469,8.493110393325459,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,6232.059806447675,0,7765.19163500435,0,7765.19163500435
Benin,2367.044678,202.9864197,942.6239014,2067,1.0,0.0,5.0,0,279.0,1.040621758,8.0,80.52452087,56.32918167,127.2349014,2.4897680280000003,23.13697243,441.79800419999987,8482,1.823458032852099,8.493110393325459,5,1,2,5,5,3.47,1.071620878482125,0.0,2967.1953876540592,0,3697.146933634492,0,3697.146933634492
Benin,3006.796387000001,212.9864197,942.6239014,2067,1.0,0.0,4.0,0,294.0,2.177409649,14.0,89.84679413,50.55129242,130.96807859999998,6.721807003,32.67855072,441.79800419999987,8482,1.9132895612640513,8.493110393325459,4,1,5,5,5,4.59,1.2014704120581874,0.0,3769.152502292266,0,4696.391304135883,0,4696.391304135883
Benin,1568.216797,222.9864197,942.6239014,2058,0.0,0.0,8.0,0,238.0,1.137959242,8.0,98.70035553,44.77340317,135.3386536,7.625656605,23.42927361,137.5610046,8524,2.0031210896760037,8.493110393325459,4,1,2,5,5,3.42,1.0682246717247124,0.0,1965.829242746563,0,2449.4374678223353,0,2449.4374678223353
Benin,1298.522461,232.9864197,942.6239014,2049,0.0,0.0,8.0,0,228.0,0.708824813,9.0,94.40020752,38.99551392,140.2870941,9.099973679,13.45698643,137.5610046,8524,2.0929526180879554,8.493110393325459,4,1,5,5,5,4.59,1.2014704120581874,0.0,1627.7554424109599,0,2028.1950651637276,0,2028.1950651637276
Benin,2222.769287,242.9864197,942.6239014,2049,0.0,0.0,3.0,0,201.0,2.852706909,8.0,91.00020599,33.21762466,145.75453190000005,9.08067131,3.64006567,137.5610046,8524,2.1827841464999076,8.493110393325459,4,1,2,5,5,3.42,1.0682246717247124,0.0,2786.3397921910714,0,3471.799552407509,0,3471.799552407509
Benin,3212.2426760000008,252.9864197,942.6239014,2041,1.0,0.0,3.0,0,166.0,0.80471158,8.0,88.60404205,27.43973732,151.6848602,5.238696098,6.738669872000001,137.5610046,8524,2.27261567491186,8.493110393325459,4,1,2,5,5,3.42,1.0682246717247124,0.0,4026.688528881555,0,5017.283057664051,0,5017.283057664051
Benin,7104.558594,262.98641969999994,942.6239014,2041,1.0,0.0,2.0,0,174.0,0.974142373,14.0,87.29441833,18.54016495,158.02598569999995,0.329197019,16.66040993,137.5610046,8524,2.362447203323812,8.493110393325459,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,8905.879000664476,0,11096.78970775797,1,2190.9107070934933
Benin,9748.414063,272.98641969999994,942.6239014,2041,1.0,0.0,2.0,0,241.0,2.197787523,9.0,87.12033844,8.590544701,164.7304688,1.705066681,22.74319458,100.737999,8452,2.4522787317357637,8.493110393325459,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,12220.068980326854,1,20431.264663790414,1,8211.19568346356
Benin,3580.417969,282.98641969999994,942.6239014,2032,1.0,0.0,4.0,0,265.0,0.8252578970000001,8.0,88.08854675,1.359075785,171.7557678,3.901117802,29.85545731,100.737999,8452,2.542110260147716,8.493110393325459,5,1,2,5,5,3.47,1.071620878482125,0.0,4488.212572509167,0,5592.345357166168,0,5592.345357166168
Benin,5015.196777,292.98641969999994,942.6239014,2041,0.0,0.0,1.0,0,301.0,1.690241575,14.0,90.1622467,11.30869675,179.0641174,2.082093954,22.49152756,125.5419998,8569,2.631941788559668,8.493110393325459,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,6286.771383405169,0,7833.362655970594,0,7833.362655970594
Benin,2503.104736,302.98641969999994,942.6239014,2032,0.0,0.0,8.0,0,262.0,2.112457514,8.0,92.59928894,21.25831604,186.6222839,11.94486713,15.61652279,125.5419998,8569,2.7217733169716203,8.493110393325459,3,1,2,5,5,3.37,1.0649697795494704,0.0,3137.7526991800323,0,3909.6625785228944,0,3909.6625785228944
Benin,2730.885498,312.98641969999994,942.6239014,2032,0.0,0.0,15.0,0,290.0,1.9043051,8.0,95.03052521,31.20793724,194.40110780000003,21.92685127,13.47439671,1041.959961,14509,2.8116048453835725,8.493110393325459,3,1,2,5,5,3.37,1.0649697795494704,0.0,3423.2859773156165,0,4265.439110160135,0,4265.439110160135
Benin,3262.6513670000004,182.9864197,952.6239014,2093,1.0,0.0,4.0,0,307.0,1.805105209,8.0,67.21768951,67.21768951,130.9238281,4.693301678,18.29037285,441.79800419999987,8482,1.643794976028195,8.582531920066337,5,1,2,5,5,3.47,1.071620878482125,0.0,4089.878056659821,0,5096.017666727977,0,5096.017666727977
Benin,2347.844482,192.9864197,952.6239014,2084,1.0,0.0,4.0,0,292.0,0.334156483,8.0,75.6978302,70.26893616,133.8594971,4.003109455,21.61263466,441.79800419999987,8482,1.7336265044401469,8.582531920066337,5,1,2,5,5,3.47,1.071620878482125,0.0,2943.12709120712,0,3667.1576620223655,0,3667.1576620223655
Benin,1644.911255,202.9864197,952.6239014,2076,0.0,0.0,11.0,0,281.0,2.122983694,8.0,84.09578705,64.49104309,136.6831512,12.18132591,28.27851295,441.79800419999987,8482,1.823458032852099,8.582531920066337,3,1,2,5,5,3.37,1.0649697795494704,0.0,2061.9691441820137,0,2569.228481002974,0,2569.228481002974
Benin,1039.767212,212.9864197,952.6239014,2067,0.0,0.0,11.0,0,279.0,1.512623429,8.0,92.8118515,58.71315384,140.1649017,15.55041027,34.50155258,137.5610046,8524,1.9132895612640513,8.582531920066337,3,1,2,5,5,3.37,1.0649697795494704,0.0,1303.3942723409466,0,1624.0386990868133,0,1624.0386990868133
Benin,797.0800781,222.9864197,952.6239014,2058,0.0,0.0,14.0,0,254.0,2.337823629,8.0,90.00414276,52.9352684,144.2571106,17.31728363,24.95028496,137.5610046,8524,2.0031210896760037,8.582531920066337,3,1,2,5,5,3.37,1.0649697795494704,0.0,999.1751965271766,0,1244.9795282691985,0,1244.9795282691985
Benin,789.6898804,232.9864197,952.6239014,2058,0.0,0.0,11.0,0,248.0,0.5977423789999999,8.0,85.26654816,47.15737915,148.9094696,14.50866222,15.95858002,137.5610046,8524,2.0929526180879554,8.582531920066337,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,930.1419067,242.9864197,952.6239014,2049,0.0,0.0,3.0,0,214.0,3.251780987,9.0,81.48633575,39.44192886,154.071228,4.743242264,9.318576813,137.5610046,8524,2.1827841464999076,8.582531920066337,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,1165.9740946486656,0,1452.8121628470778,0,1452.8121628470778
Benin,3677.755371,252.9864197,952.6239014,2049,1.0,0.0,3.0,0,261.0,0.94506228,10.0,78.80140686,29.49230766,159.6930084,3.428947687,10.90850449,137.5610046,8524,2.27261567491186,8.582531920066337,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,4610.229318937741,0,5744.379106540225,0,5744.379106540225
Benin,2693.750732,262.98641969999994,952.6239014,2041,1.0,0.0,6.0,0,206.0,2.881817818,8.0,77.32593536,19.54268646,165.7280121,8.901980400000003,18.73913193,137.5610046,8524,2.362447203323812,8.582531920066337,4,1,2,5,5,3.42,1.0682246717247124,0.0,3376.7359026926424,0,4207.437380186817,0,4207.437380186817
Benin,3044.096191,272.98641969999994,952.6239014,2041,1.0,0.0,5.0,0,205.0,2.673428059,8.0,77.12936401,9.593066216,172.1327667,6.827149867999999,27.98775864,137.5610046,8524,2.4522787317357637,8.582531920066337,4,1,2,5,5,3.42,1.0682246717247124,0.0,3815.909459361075,0,4754.650811134409,0,4754.650811134409
Benin,9440.704102,282.98641969999994,952.6239014,2049,1.0,0.0,1.0,0,262.0,1.061856389,8.0,78.22133636,0.35655421,178.867569,0.216998026,28.29885483,125.5419998,8569,2.542110260147716,8.582531920066337,5,1,2,5,5,3.47,1.071620878482125,0.0,11834.340909580902,1,19786.34913063333,1,7952.008221052429
Benin,7503.274414,292.98641969999994,952.6239014,2049,1.0,0.0,1.0,0,285.0,1.795814514,8.0,80.54946136,10.30617523,185.8965302,2.954475641,18.4073925,125.5419998,8569,2.631941788559668,8.582531920066337,5,1,2,5,5,3.47,1.071620878482125,0.0,9405.686948137747,0,11719.554028603023,1,2313.8670804652756
Benin,2321.145264,302.98641969999994,952.6239014,2041,0.0,0.0,6.0,0,277.0,1.002378583,8.0,82.85637665,20.25579453,193.187561,12.89207745,8.765792847,125.5419998,8569,2.7217733169716203,8.582531920066337,3,1,2,5,5,3.37,1.0649697795494704,0.0,2909.658438401417,0,3625.4554783345857,0,3625.4554783345857
Benin,2153.18457,182.9864197,962.6239014,2093,1.0,0.0,3.0,0,339.0,1.377512574,14.0,61.82555008,61.82555008,140.0503387,0.020484813,24.27437973,178.40199280000004,8581,1.643794976028195,8.671932113161693,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,2699.1122661318386,0,3363.113423465597,0,3363.113423465597
Benin,800.2057495,192.9864197,962.6239014,2084,0.0,0.0,8.0,0,311.0,1.494071364,8.0,70.45805359,70.45805359,143.5685577,9.445248604,30.51984215,441.79800419999987,8482,1.7336265044401469,8.671932113161693,4,1,2,5,5,3.42,1.0682246717247124,0.0,1003.0933641256177,0,1249.8615934619108,0,1249.8615934619108
Benin,789.6898804,202.9864197,962.6239014,2076,0.0,0.0,15.0,0,287.0,1.808191419,8.0,79.41207123,72.65290833,146.2048035,17.36831665,35.55318832,441.79800419999987,8482,1.823458032852099,8.671932113161693,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,789.6898804,212.9864197,962.6239014,2076,0.0,0.0,18.0,0,278.0,1.142852426,8.0,87.69317627,66.87501526,149.46490480000003,24.73195457,38.26150513,137.5610046,8524,1.9132895612640513,8.671932113161693,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,789.6898804,222.9864197,962.6239014,2067,0.0,0.0,21.0,0,275.0,1.181267619,8.0,81.60717773,60.34369278,153.30908200000005,25.47861671,29.93497086,137.5610046,8524,2.0031210896760037,8.671932113161693,2,1,2,5,5,3.3200000000000003,1.0618503219224198,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,810.597168,232.9864197,962.6239014,2058,0.0,0.0,12.0,0,261.0,1.5236459969999998,8.0,76.35031128,50.39406967,157.6946106,15.48086071,22.98395157,137.5610046,8524,2.0929526180879554,8.671932113161693,3,1,2,5,5,3.37,1.0649697795494704,0.0,1016.1194676592592,0,1266.0922127655772,0,1266.0922127655772
Benin,997.1759033,242.9864197,962.6239014,2049,0.0,0.0,3.0,0,240.0,3.4378812310000004,8.0,72.10414886,40.44445038,162.5776978,5.490413666,18.98477364,137.5610046,8524,2.1827841464999076,8.671932113161693,4,1,2,5,5,3.42,1.0682246717247124,0.0,1250.0041796640435,0,1557.514257100896,0,1557.514257100896
Benin,2323.596924,252.9864197,962.6239014,2049,1.0,0.0,4.0,0,245.0,2.465385914,8.0,69.05538940000001,30.49482918,167.914917,4.492260456,19.81366348,137.5610046,8524,2.27261567491186,8.671932113161693,5,1,2,5,5,3.47,1.071620878482125,0.0,2912.731702844503,0,3629.2847880791614,0,3629.2847880791614
Benin,2309.735107,262.98641969999994,962.6239014,2041,1.0,0.0,11.0,0,259.0,0.80471158,8.0,67.36679840000001,20.54520798,173.664444,14.35630417,24.99481583,137.5610046,8524,2.362447203323812,8.671932113161693,3,1,2,5,5,3.37,1.0649697795494704,0.0,2895.3553010177084,0,3607.6336656088183,0,3607.6336656088183
Benin,2325.568848,272.98641969999994,962.6239014,2041,1.0,0.0,10.0,0,243.0,2.536639929,8.0,67.14107513,10.59558773,179.7866821,13.49412632,32.51000595,137.5610046,8524,2.4522787317357637,8.671932113161693,3,1,2,5,5,3.37,1.0649697795494704,0.0,2915.203596954482,0,3632.3647860351443,0,3632.3647860351443
Benin,3659.431641,282.98641969999994,962.6239014,2041,1.0,0.0,4.0,0,278.0,1.040621758,8.0,68.39270782,0.645967364,186.2449188,4.3698048589999985,28.87539482,125.5419998,8569,2.542110260147716,8.671932113161693,5,1,2,5,5,3.47,1.071620878482125,0.0,4587.259711458021,0,5715.758809335067,0,5715.758809335067
Benin,5913.77002,292.98641969999994,962.6239014,2049,1.0,0.0,2.0,0,314.0,0.538801372,14.0,70.87207794,9.303653717000001,193.0054016,3.500518799,19.28199768,125.5419998,8569,2.631941788559668,8.671932113161693,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,7413.172759297978,0,9236.866924766424,0,9236.866924766424
Benin,2515.248535,302.98641969999994,962.6239014,2041,1.0,0.0,6.0,0,272.0,1.061856389,8.0,73.10830688,19.25327301,200.0374908,13.42064762,10.47866631,125.5419998,8569,2.7217733169716203,8.671932113161693,3,1,2,5,5,3.37,1.0649697795494704,0.0,3152.9754893184277,0,3928.6302852387053,0,3928.6302852387053
Benin,3415.006348,182.9864197,972.6239014,2102,1.0,0.0,2.0,0,363.0,1.204654455,14.0,57.06640244,57.06640244,149.2887878,1.4337373969999998,27.83958817,178.40199280000004,8581,1.643794976028195,8.76131075744615,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,4280.861776194548,0,5333.984763869558,0,5333.984763869558
Benin,791.5565796,192.9864197,972.6239014,2093,0.0,0.0,8.0,0,345.0,2.5541412830000003,8.0,66.32128906,66.32128906,153.27742,8.566029549,36.7816391,178.40199280000004,8581,1.7336265044401469,8.76131075744615,4,1,2,5,5,3.42,1.0682246717247124,0.0,992.2512464111347,0,1236.3522362995916,0,1236.3522362995916
Benin,789.6898804,202.9864197,972.6239014,2084,0.0,0.0,15.0,0,315.0,0.4483138920000001,8.0,75.76577759,69.34088898,155.7864075,18.5657959,38.00039291,1800.4899899999998,14566,1.823458032852099,8.76131075744615,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,789.6898804,212.9864197,972.6239014,2076,0.0,0.0,18.0,0,312.0,1.4828286169999998,8.0,80.30615234,62.9287262,158.8499908,22.82588768,35.09949875,1800.4899899999998,14566,1.9132895612640513,8.76131075744615,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,789.6898804,222.9864197,972.6239014,2076,0.0,0.0,14.0,0,317.0,1.512623429,8.0,73.61193085,57.21249008,162.4722595,17.825323100000006,34.92735291,1800.4899899999998,14566,2.0031210896760037,8.76131075744615,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,794.916687,232.9864197,972.6239014,2067,0.0,0.0,10.0,0,277.0,1.706658363,8.0,67.73739624,51.39659119,166.6167755,13.31014729,31.65198135,137.5610046,8524,2.0929526180879554,8.76131075744615,3,1,2,5,5,3.37,1.0649697795494704,0.0,996.4632899234382,0,1241.6004730084521,0,1241.6004730084521
Benin,1074.696899,242.9864197,972.6239014,2067,0.0,0.0,2.0,0,218.0,1.045970917,8.0,62.91259003,41.44697189,171.24563600000005,7.634955406,28.87918663,137.5610046,8524,2.1827841464999076,8.76131075744615,4,1,2,5,5,3.42,1.0682246717247124,0.0,1347.1801827303407,0,1678.59626041429,0,1678.59626041429
Benin,1932.109497,252.9864197,972.6239014,2067,1.0,0.0,2.0,0,299.0,1.74861908,9.0,59.39387512,31.49735069,176.32067869999997,1.3833533530000002,29.43071556,137.5610046,8524,2.27261567491186,8.76131075744615,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,2421.9848662869235,0,3017.810677031771,0,3017.810677031771
Benin,1741.334595,262.98641969999994,972.6239014,2049,1.0,0.0,8.0,0,244.0,1.5236459969999998,8.0,57.42187119,21.54772949,181.8045654,11.10854626,33.14101028,137.5610046,8524,2.362447203323812,8.76131075744615,3,1,2,5,5,3.37,1.0649697795494704,0.0,2182.8400733914873,0,2719.834533827042,0,2719.834533827042
Benin,1734.085938,272.98641969999994,972.6239014,2049,1.0,0.0,13.0,0,236.0,1.817418694,8.0,57.15688705,11.59810925,187.661438,17.61415863,39.12142944,137.5610046,8524,2.4522787317357637,8.76131075744615,3,1,2,5,5,3.37,1.0649697795494704,0.0,2173.753560653899,0,2708.512673175403,0,2708.512673175403
Benin,2262.642578,282.98641969999994,972.6239014,2049,1.0,0.0,6.0,0,275.0,1.494071364,8.0,58.62208176,1.648488879,193.8574982,7.6141595839999985,32.66116714,125.5419998,8569,2.542110260147716,8.76131075744615,4,1,2,5,5,3.42,1.0682246717247124,0.0,2836.322729245624,0,3534.078653822326,0,3534.078653822326
Benin,3930.71875,292.98641969999994,972.6239014,2049,1.0,0.0,1.0,0,351.0,1.056587815,8.0,61.12930298,8.301132202,200.3612823,2.315330744,24.59184456,125.5419998,8569,2.631941788559668,8.76131075744615,5,1,2,5,5,3.47,1.071620878482125,0.0,4927.330123324917,0,6139.489004415869,0,6139.489004415869
Benin,1826.060059,302.98641969999994,972.6239014,2049,1.0,0.0,6.0,0,293.0,3.352774143,8.0,63.43163681,18.2507515,207.1438141,12.15996647,18.51393509,125.5419998,8569,2.7217733169716203,8.76131075744615,3,1,2,5,5,3.37,1.0649697795494704,0.0,2289.04719670192,0,2852.169378344226,0,2852.169378344226
Benin,3818.656982,182.9864197,982.6239014,2093,1.0,0.0,2.0,0,340.0,0.6765915159999999,14.0,53.76569366,53.76569366,156.7060852,1.142967582,34.07110214,178.40199280000004,8581,1.643794976028195,8.850667638023964,5,1,5,5,5,4.640000000000001,1.2106516233894706,0.0,4786.855731678492,0,5964.456895478694,0,5964.456895478694
Benin,853.0961913999997,192.9864197,982.6239014,2093,1.0,0.0,8.0,0,362.0,2.32587862,8.0,63.50345612,63.50345612,158.75491330000003,8.806577682,35.54005814,1800.4899899999998,14566,1.7336265044401469,8.850667638023964,4,1,2,5,5,3.42,1.0682246717247124,0.0,1069.393876623449,0,1332.4725120079768,0,1332.4725120079768
Benin,789.6898804,202.9864197,982.6239014,2084,0.0,0.0,13.0,0,307.0,0.8518821,8.0,73.31185913,61.68119049,161.39842219999997,14.54848957,29.17260551,1800.4899899999998,14566,1.823458032852099,8.850667638023964,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,789.6898804,212.9864197,982.6239014,2076,0.0,0.0,13.0,0,317.0,3.65709281,8.0,73.53953552,55.25242996,164.6079559,15.79969788,25.27817154,1800.4899899999998,14566,1.9132895612640513,8.850667638023964,3,1,2,5,5,3.37,1.0649697795494704,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,789.6898804,222.9864197,982.6239014,2067,0.0,0.0,8.0,0,270.0,0.105670638,9.0,66.16420746,48.89694977,168.3511505,8.823479652,25.03859138,1800.4899899999998,14566,2.0031210896760037,8.850667638023964,4,1,5,5,5,4.59,1.2014704120581874,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,789.6898804,232.9864197,982.6239014,2067,0.0,0.0,6.0,0,247.0,1.7989168169999998,8.0,59.55955505,43.63664246,172.593277,4.807400703,26.8745842,1931.040039,14571,2.0929526180879554,8.850667638023964,5,1,2,5,5,3.47,1.071620878482125,0.0,989.9112562504685,0,1233.4365916193528,0,1233.4365916193528
Benin,794.8988647000001,242.9864197,982.6239014,2067,1.0,0.0,2.0,0,234.0,1.9043051,8.0,54.00906754,40.21693039,177.2985229,0.016921833,29.59634399,1931.040039,14571,2.1827841464999076,8.850667638023964,5,1,2,5,5,3.47,1.071620878482125,0.0,996.440948880682,0,1241.5726359074429,0,1241.5726359074429
Benin,2266.225098,252.9864197,982.6239014,2076,1.0,0.0,2.0,0,304.0,6.87432909,8.0,49.86600113,32.49987411,182.4310608,1.797958374,35.06628036,1931.040039,14571,2.27261567491186,8.850667638023964,5,1,2,5,5,3.47,1.071620878482125,0.0,2840.813576807133,0,3539.6742823948616,0,3539.6742823948616
Benin,866.8927612,262.98641969999994,982.6239014,2067,1.0,0.0,4.0,0,283.0,1.939116478,8.0,47.50006866,22.55025101,187.9559021,5.571898937,42.09408951,137.5610046,8524,2.362447203323812,8.850667638023964,4,1,2,5,5,3.42,1.0682246717247124,0.0,1086.68848819394,0,1354.0217232268556,0,1354.0217232268556
Benin,876.0679321,272.98641969999994,982.6239014,2049,1.0,0.0,9.0,0,246.0,1.5986737009999998,8.0,47.17939377,12.60063076,193.8394928,13.73378754,46.49417496,125.5419998,8569,2.4522787317357637,8.850667638023964,3,1,2,5,5,3.37,1.0649697795494704,0.0,1098.1899714690342,0,1368.352654651086,0,1368.352654651086
Benin,4446.175293,282.98641969999994,982.6239014,2058,1.0,0.0,4.0,0,297.0,1.377512574,8.0,48.94419098,2.651010513,200.0501862,5.820467472000001,38.72615433,125.5419998,8569,2.542110260147716,8.850667638023964,4,1,2,5,5,3.42,1.0682246717247124,0.0,5573.477739861671,0,6944.59361232065,0,6944.59361232065
